admin4Name_en,admin4Name_si,admin4Pcode,risk_level,patients,population
Paluwaddana,පලුවද්දන,LK7203025,261.9944383,1309.972191,15719.6663
Paluwelgala North,පලුවැල්ගාල උතුර,LK6242105,262.0211346,1310.105673,15721.26808
Paluwelgala South,පලුවැල්ගාල දකුණ,LK6242115,262.0478309,1310.239155,15722.86986
Pamankada East,පාමංකඩ නැගෙනහිර,LK1127100,262.0745273,1310.372636,15724.47164
Pamankada West,පාමංකඩ බටහිර,LK1127095,262.1012236,1310.506118,15726.07341
Pambala,පම්බල,LK6236095,262.1279199,1310.6396,15727.67519
Pambala South,පම්බල දකුණ,LK6236100,262.1546162,1310.773081,15729.27697
Pambe,පඹේ,LK1324015,262.1813126,1310.906563,15730.87875
Pamburana,පඹුරණ,LK3242260,262.2080089,1311.040044,15732.48053
Pamburugaswewa,පඹුරුගස්වැව,LK5309020,262.2347052,1311.173526,15734.08231
Pampaimadu,පම්පෙයිමඩු,LK4309140,262.2614016,1311.307008,15735.68409
Pamunethenna,පමුණේතැන්න,LK2118285,262.2880979,1311.440489,15737.28587
Pamunugama,පමුණුගම,LK1218005,262.3147942,1311.573971,15738.88765
Pamunugama,පමුණුගම,LK1306130,262.3414905,1311.707453,15740.48943
Pamunuvila,පමුණුවිල,LK1239115,262.3681869,1311.840934,15742.09121
Pamunuwa,පමුණුව,LK1121075,262.3948832,1311.974416,15743.69299
Pamunuwa,පමුණුව,LK2215205,262.4215795,1312.107898,15745.29477
Pamunuwa East,පමුණුව නැගෙනහිර,LK2139110,262.4482759,1312.241379,15746.89655
Pamunuwa West,පමුණුව බටහිර,LK2139105,262.4749722,1312.374861,15748.49833
Pamunuwatta,පමුණුවත්ත,LK1212330,262.5016685,1312.508343,15750.10011
Pan├¡Ippulam,පනිප්පුලම්,LK4106100,262.5283648,1312.641824,15751.70189
Panabokka,පානබොක්ක,LK2136355,262.5550612,1312.775306,15753.30367
Panabokka,පානබොක්ක,LK2139245,262.5817575,1312.908788,15754.90545
Panadare,පනාදරේ,LK6149095,262.6084538,1313.042269,15756.50723
Panadugama,පානදුගම,LK3215080,262.6351502,1313.175751,15758.10901
Panagamuwa,පනාගමුව,LK3145245,262.6618465,1313.309232,15759.71079
Panagamuwa,පනාගමුව,LK6149090,262.6885428,1313.442714,15761.31257
Panagamuwa,පානගමුව,LK6163355,262.7152392,1313.576196,15762.91435
Panagamuwa,පානගමුව,LK9206065,262.7419355,1313.709677,15764.51613
Panagoda,පනාගොඩ,LK1318195,262.7686318,1313.843159,15766.11791
Panagoda,පනාගොඩ,LK3121145,262.7953281,1313.976641,15767.71969
Panagoda,පනාගොඩ,LK8127085,262.8220245,1314.110122,15769.32147
Panagoda East,පනාගොඩ නැගෙනහිර,LK1112105,262.8487208,1314.243604,15770.92325
Panagoda Town,පනාගොඩ නගරය,LK1112065,262.8754171,1314.377086,15772.52503
Panagoda West,පනාගොඩ බටහිර,LK1112100,262.9021135,1314.510567,15774.12681
Panahaduwa,පනහඩුව,LK9148015,262.9288098,1314.644049,15775.72859
Panahetagala,පනහැටගල,LK9136120,262.9555061,1314.777531,15777.33037
Panakaduwa,පානකඩුව,LK6149065,262.9822024,1314.911012,15778.93215
Panakaduwa East,පනාකඩුව නැගෙනහිර,LK3209200,263.0088988,1315.044494,15780.53393
Panakaduwa West,පනාකඩුව බටහිර,LK3209165,263.0355951,1315.177976,15782.13571
Panakanniya,පනාකන්නිය,LK8124030,263.0622914,1315.311457,15783.73749
Panakawa,පානකාව,LK9215055,263.0889878,1315.444939,15785.33927
Panakoora,පනාකූර,LK9233060,263.1156841,1315.57842,15786.94105
Panaliya North,පනලිය උතුර,LK6187355,263.1423804,1315.711902,15788.54283
Panaliya South,පනලිය දකුණ,LK6187415,263.1690768,1315.845384,15790.14461
Panaluwa,පානළුව,LK1112080,263.1957731,1315.978865,15791.74638
Panama Central,පානම මධ්‍යම,LK5251050,263.2224694,1316.112347,15793.34816
Panama North,පානම උතුර,LK5251055,263.2491657,1316.245829,15794.94994
Panama South,පානම දකුණ,LK5251060,263.2758621,1316.37931,15796.55172
Panama West,පානම බටහිර,LK5251040,263.3025584,1316.512792,15798.1535
Panamulla,පානමුල්ල,LK3330140,263.3292547,1316.646274,15799.75528
Panamura,පනාමුර,LK9148085,263.3559511,1316.779755,15801.35706
Panana,පනාන,LK9145015,263.3826474,1316.913237,15802.95884
Panangala East,පනංගල නැගෙනහිර,LK3118115,263.4093437,1317.046719,15804.56062
Panangala North,පනංගල උතුර,LK3118110,263.43604,1317.1802,15806.1624
Panangala West,පනංගල බටහිර,LK3118105,263.4627364,1317.313682,15807.76418
Panangammana,පනන්ගම්මන,LK2303080,263.4894327,1317.447164,15809.36596
Panangoda,පනන්ගොඩ,LK6239145,263.516129,1317.580645,15810.96774
Panankaddikoddu East,පනන්කට්ටිකෝට්ටු න,LK4203190,263.5428254,1317.714127,15812.56952
Panankaddikoddu West,පනන්කට්ටිකෝට්ටු බ,LK4203185,263.5695217,1317.847608,15814.1713
Panankadu,පනන්කාඩු,LK5239095,263.596218,1317.98109,15815.77308
Pananthadiya,පනන්තඩිය,LK2233120,263.6229143,1318.114572,15817.37486
Pananwala,පනන්වල,LK1230360,263.6496107,1318.248053,15818.97664
Pananwela East,පනන්වෙල නැගෙනහිර,LK3230030,263.676307,1318.381535,15820.57842
Pananwela West,පනන්වෙල බටහිර,LK3230035,263.7030033,1318.515017,15822.1802
Panape,පනාපේ,LK1306255,263.7296997,1318.648498,15823.78198
Panapitiya,පනාපිටිය,LK9224115,263.756396,1318.78198,15825.38376
Panapitiya North,පනාපිටිය උතුර,LK1321150,263.7830923,1318.915462,15826.98554
Panapitiya North,පනාපිටිය උතුර,LK9139045,263.8097887,1319.048943,15828.58732
Panapitiya South,පනාපිටිය දකුණ,LK1321170,263.836485,1319.182425,15830.1891
Panapitiya South,පනාපිටිය දකුණ,LK9139070,263.8631813,1319.315907,15831.79088
Panapola,පනාපොල,LK9133140,263.8898776,1319.449388,15833.39266
Panavitiya,පනාවිටිය,LK6169215,263.916574,1319.58287,15834.99444
Panawa,පානව,LK6149010,263.9432703,1319.716352,15836.59622
Panawala,පනාවල,LK1212680,263.9699666,1319.849833,15838.198
Panawala,පනාවල,LK9142020,263.996663,1319.983315,15839.79978
Panawala,පනාවල,LK9230155,264.0233593,1320.116796,15841.40156
Panawenna,පනාවැන්න,LK9124165,264.0500556,1320.250278,15843.00334
Panawewa,පානවැව,LK6142120,264.0767519,1320.38376,15844.60512
Panchenai,පන්චේනෙයි,LK5121105,264.1034483,1320.517241,15846.2069
Panchikawatta,පංචිකාවත්ත,LK1103150,264.1301446,1320.650723,15847.80868
Pandaha,පන්දාහ,LK9233065,264.1568409,1320.784205,15849.41046
Pandaravanni,පන්ඩාරවන්නි,LK4412085,264.1835373,1320.917686,15851.01224
Pandaraveli,පණ්ඩාරවෙලි,LK4215025,264.2102336,1321.051168,15852.61402
Pandarellewa,පඩරැල්ලාව,LK7121065,264.2369299,1321.18465,15854.2158
Pandarikulam,පන්ඩාරිකුලම්,LK4309200,264.2636263,1321.318131,15855.81758
Pandariyaveli,පණ්ඩාරියාවෙලි,LK5130055,264.2903226,1321.451613,15857.41935
Pandatheruppu,පන්ඩතෙරුප්පු,LK4109090,264.3170189,1321.585095,15859.02113
Pandeniya,පන්දෙණිය,LK9115160,264.3437152,1321.718576,15860.62291
Pandikaramaduwa,පඩිකාරමඩුව,LK7127190,264.3704116,1321.852058,15862.22469
Pandiruppu 01,පාණ්ඩිරුප්පු 01,LK5221030,264.3971079,1321.985539,15863.82647
Pandiruppu 01A,පාණ්ඩිරුප්පු 01 A,LK5221045,264.4238042,1322.119021,15865.42825
Pandiruppu 01B,පාණ්ඩිරුප්පු 01 B,LK5221035,264.4505006,1322.252503,15867.03003
Pandiruppu 01C,පාණ්ඩිරුප්පු 01 C,LK5221040,264.4771969,1322.385984,15868.63181
Pandiruppu 02,පාණ්ඩිරුප්පු 02,LK5221050,264.5038932,1322.519466,15870.23359
Pandiruppu 02A,පාණ්ඩිරුප්පු 02 A,LK5221065,264.5305895,1322.652948,15871.83537
Pandiruppu 02B,පාණ්ඩිරුප්පු 02 B,LK5221055,264.5572859,1322.786429,15873.43715
Pandiruppu 02C,පාණ්ඩිරුප්පු 02 C,LK5221060,264.5839822,1322.919911,15875.03893
Pandithaya Kumbura,පණ්ඩිතයාකුඹුර,LK2309525,264.6106785,1323.053393,15876.64071
Pandivita,පඬිවිට,LK2218240,264.6373749,1323.186874,15878.24249
Pandivita Welagama,පඬිවිට වෙලගම,LK2218245,264.6640712,1323.320356,15879.84427
Pandiyankulam,පාන්ඩියම්කුලම්,LK4406040,264.6907675,1323.453838,15881.44605
Pandukabhayapura,පණ්ඩුකාභයපුර,LK7118135,264.7174638,1323.587319,15883.04783
Pandulagama,පණ්ඩුලගම,LK7115185,264.7441602,1323.720801,15884.64961
Panduwasnuwara,පඬුවස්නුවර,LK6145150,264.7708565,1323.854283,15886.25139
Pangamvilayaya,පන්ගම්විලයාය,LK3324180,264.7975528,1323.987764,15887.85317
Pangaragammana,පඟරගම්මන,LK8103165,264.8242492,1324.121246,15889.45495
Pangolla,පංගොල්ල,LK6184085,264.8509455,1324.254727,15891.05673
Pangollamada,පන්ගොල්ලාමඩ,LK2109140,264.8776418,1324.388209,15892.65851
Panguwa,පංගුව,LK8206035,264.9043382,1324.521691,15894.26029
Panichchaiyady,පනිච්චෙඅඩි,LK5118035,264.9310345,1324.655172,15895.86207
Panichchankerni,පනිච්චන්කර්ණි,LK5103045,264.9577308,1324.788654,15897.46385
Panichchiyadimunmari,පනිච්චෙඅඩිමුන්මා,LK5130120,264.9844271,1324.922136,15899.06563
Panikkankulam,පනික්කන්කුලම්,LK4412090,265.0111235,1325.055617,15900.66741
Panirendawa,පනිරෙන්ඩාව,LK6236060,265.0378198,1325.189099,15902.26919
Paniyadiya,පනියඩිය,LK6203120,265.0645161,1325.322581,15903.87097
Paniyandoowa,පනියන්දුව,LK3133090,265.0912125,1325.456062,15905.47275
Paniyankadawala,පානියන්කඩවල,LK7115065,265.1179088,1325.589544,15907.07453
Panketiya,පංකැටිය,LK8139075,265.1446051,1325.723026,15908.67631
Pankudahvely,පන්කුඩාවෙලි,LK5112155,265.1713014,1325.856507,15910.27809
Pankulawa,පාන්කුලාව,LK6230050,265.1979978,1325.989989,15911.87987
Panliyadda,පන්ලියද්ද,LK6130045,265.2246941,1326.123471,15913.48165
Panmur,පන්මූර්,LK2315200,265.2513904,1326.256952,15915.08343
Pannagam,පන්නාගම්,LK4106095,265.2780868,1326.390434,15916.68521
Pannagamuwa,පන්නගමුව,LK3309045,265.3047831,1326.523915,15918.28699
Pannala,පන්නල,LK2309090,265.3314794,1326.657397,15919.88877
Pannala,පන්නල,LK6130330,265.3581758,1326.790879,15921.49055
Pannala,පන්නල,LK6178365,265.3848721,1326.92436,15923.09232
Pannala,පන්නල,LK6184030,265.4115684,1327.057842,15924.6941
Pannala,පන්නල,LK9209210,265.4382647,1327.191324,15926.29588
Pannalagama,පන්නලගම,LK8127240,265.4649611,1327.324805,15927.89766
Pannalai,පන්නාලෙයි,LK4112065,265.4916574,1327.458287,15929.49944
Pannalawela,පන්නලවෙල,LK8127185,265.5183537,1327.591769,15931.10122
Pannalgama,පන්නල්ගම,LK5242160,265.5450501,1327.72525,15932.703
Pannamaga,පන්නමග,LK3142010,265.5717464,1327.858732,15934.30478
Pannamgoda,පන්නම්ගොඩ,LK3136240,265.5984427,1327.992214,15935.90656
Pannampitiya,පන්නම්පිටිය,LK2206270,265.625139,1328.125695,15937.50834
Pannankandy,පන්නංකන්ඩි,LK4509095,265.6518354,1328.259177,15939.11012
Pannavedduvan,පත්තවෙඩ්ඩුවාන්,LK4209075,265.6785317,1328.392659,15940.7119
Pannawa,පන්නව,LK6133065,265.705228,1328.52614,15942.31368
Pannawa,පන්නව,LK6139125,265.7319244,1328.659622,15943.91546
Pannila,පන්නිල,LK1227550,265.7586207,1328.793103,15945.51724
Pannila,පන්නිල,LK1309095,265.785317,1328.926585,15947.11902
Pannila,පන්නිල,LK1324195,265.8120133,1329.060067,15948.7208
Pannila,පන්නිල,LK1339095,265.8387097,1329.193548,15950.32258
Pannila,පන්නිල,LK9139105,265.865406,1329.32703,15951.92436
Pannila,පන්නිල,LK9230185,265.8921023,1329.460512,15953.52614
Pannila East,පන්නිල නැගෙනහිර,LK1339010,265.9187987,1329.593993,15955.12792
Pannila South,පන්නිල දකුණ,LK1339005,265.945495,1329.727475,15956.7297
Pannimulla,පන්නිමුල්ල,LK3121110,265.9721913,1329.860957,15958.33148
Pannipitiya North,පන්නිපිටිය උතුර,LK1121120,265.9988877,1329.994438,15959.93326
Pannipitiya South,පන්නිපිටිය දකුණ,LK1121160,266.025584,1330.12792,15961.53504
Panrikkeithakulam,පන්රික්කෛදකුලම්,LK4309015,266.0522803,1330.261402,15963.13682
Pansal Handiya,පන්සල් හංදිය,LK6248065,266.0789766,1330.394883,15964.7386
Pansalgoda,පන්සල්ගොඩ,LK5251035,266.105673,1330.528365,15966.34038
Pansalgodella,පන්සල්ගොඩැල්ල,LK5321030,266.1323693,1330.661846,15967.94216
Pansalgodella,පන්සැල්ගොඩැල්ල,LK7209050,266.1590656,1330.795328,15969.54394
Pansilgoda,පන්සිල්ගොඩ,LK1215185,266.185762,1330.92881,15971.14572
Panthiya,පාන්තිය,LK1330020,266.2124583,1331.062291,15972.7475
Panthiyawa,පන්තියාව,LK7142100,266.2391546,1331.195773,15974.34928
Panugalgoda,පණුගල්ගොඩ,LK3151200,266.2658509,1331.329255,15975.95106
Panvila,පන්විල,LK2115070,266.2925473,1331.462736,15977.55284
Panvila,පන්විල,LK3127235,266.3192436,1331.596218,15979.15462
Panvila,පන්විල,LK3142025,266.3459399,1331.7297,15980.7564
Panvila Pahalagoda,පන්විල පහළගොඩ,LK3136320,266.3726363,1331.863181,15982.35818
Panvilathenna,පන්විලතැන්න,LK2142125,266.3993326,1331.996663,15983.95996
Panwalakumbura,පන්වල කුඹුර,LK6178325,266.4260289,1332.130145,15985.56174
Panwatta,පංවත්ත,LK2233045,266.4527253,1332.263626,15987.16352
Panwella,පන්වැල්ල,LK7121145,266.4794216,1332.397108,15988.76529
Panwewa,පන්වැව,LK6124300,266.5061179,1332.53059,15990.36707
Paper Town,කඩදාසි නගරය,LK5106005,266.5328142,1332.664071,15991.96885
Pappamoddai,පාප්පාමෝට්ටෙයි,LK4206090,266.5595106,1332.797553,15993.57063
Parabevila,පරබැවිල,LK6187180,266.5862069,1332.931034,15995.17241
Paradeka,පාරදෙක,LK2151180,266.6129032,1333.064516,15996.77419
Paradupalla,පරදුපල්ල,LK3203135,266.6395996,1333.197998,15998.37597
Paraduwa,පරදූව,LK1321155,266.6662959,1333.331479,15999.97775
Paraduwa East,පරදුව නැගෙනහිර,LK3218195,266.6929922,1333.464961,16001.57953
Paraduwa North,පරදුව උතුර,LK3218190,266.7196885,1333.598443,16003.18131
Paraduwa South,පරදුව දකුණ,LK3218200,266.7463849,1333.731924,16004.78309
Paragaha Ela,පරගහඇල,LK6127315,266.7730812,1333.865406,16006.38487
Paragahadeniya,පරගහදෙණිය,LK6160230,266.7997775,1333.998888,16007.98665
Paragahakele East,පරගහකැලේ නැගෙනහිර,LK5215065,266.8264739,1334.132369,16009.58843
Paragahakele West,පරගහකැලේ බටහිර,LK5215070,266.8531702,1334.265851,16011.19021
Paragahamaditta,පරගහමඩිත්ත,LK9145005,266.8798665,1334.399333,16012.79199
Paragahathota,පරගහතොට,LK3106210,266.9065628,1334.532814,16014.39377
Paragahawatta,පරගහවත්ත,LK3218230,266.9332592,1334.666296,16015.99555
Paragahawela,පරගහවෙල,LK2233230,266.9599555,1334.799778,16017.59733
Paragala,පරගල,LK3206185,266.9866518,1334.933259,16019.19911
Paragala,පරගල,LK9130095,267.0133482,1335.066741,16020.80089
Paragammana,පරගම්මන,LK6178115,267.0400445,1335.200222,16022.40267
Paragammana,පරගම්මන,LK9212110,267.0667408,1335.333704,16024.00445
Paragasthota,පරගස්තොට,LK1318065,267.0934372,1335.467186,16025.60623
Paragaswewa,පරගස්වැව,LK6163005,267.1201335,1335.600667,16027.20801
Paragoda,පරගොඩ,LK2134005,267.1468298,1335.734149,16028.80979
Paragoda,පරගොඩ,LK3151055,267.1735261,1335.867631,16030.41157
Paragoda,පාරාගොඩ,LK6163555,267.2002225,1336.001112,16032.01335
Paragoda East,පරගොඩ නැගෙනහිර,LK1312210,267.2269188,1336.134594,16033.61513
Paragoda North,පරගොඩ උතුර,LK1209235,267.2536151,1336.268076,16035.21691
Paragoda South,පරගොඩ දකුණ,LK1209240,267.2803115,1336.401557,16036.81869
Paragoda West,පරගොඩ බටහිර,LK1312205,267.3070078,1336.535039,16038.42047
Parakadamulla,පරකඩමුල්ල,LK1230240,267.3337041,1336.668521,16040.02225
Parakaduwa,පරකඩුව,LK9106144,267.3604004,1336.802002,16041.62403
Parakandeniya,පරකන්දෙණිය දකුණ,LK1224455,267.3870968,1336.935484,16043.22581
Parakandeniya North 1,පරකන්දෙණිය උතුර 01,LK1224425,267.4137931,1337.068966,16044.82759
Parakandeniya North 2,පරකන්දෙණිය උතුර 02,LK1224450,267.4404894,1337.202447,16046.42937
Parakatawella,පරකටවැල්ල,LK2136235,267.4671858,1337.335929,16048.03115
Parakrama Samudraya,පරාක්‍රම සමුද්‍රය,LK7215265,267.4938821,1337.46941,16049.63293
Parakramagama,පරාක්‍රමගම,LK9218040,267.5205784,1337.602892,16051.23471
Parakramapura,පරාක්‍රමපුර,LK3306165,267.5472747,1337.736374,16052.83648
Parakramapura,පරාක්‍රමපුර,LK7103025,267.5739711,1337.869855,16054.43826
Parakumbura,පරකුඹුර,LK6166175,267.6006674,1338.003337,16056.04004
Paramahankada,පරමහන්කඩ,LK8118060,267.6273637,1338.136819,16057.64182
Paramakandagama,පරමාකන්දගම,LK6224085,267.6540601,1338.2703,16059.2436
Paramankirai,පරමන්කිරායි,LK4512090,267.6807564,1338.403782,16060.84538
Paramaulla,පරමාඋල්ල,LK6184275,267.7074527,1338.537264,16062.44716
Parana Dombawela,පරණ දොඹවෙල,LK2218085,267.7341491,1338.670745,16064.04894
Parana Eluwankulama,පරණ එළුවන්කුලම,LK6206015,267.7608454,1338.804227,16065.65072
Parana Halpe East,පරණ හල්පේ නැගෙනහිර,LK1209425,267.7875417,1338.937709,16067.2525
Parana Halpe West,පරණ හල්පේ බටහිර,LK1209420,267.814238,1339.07119,16068.85428
Parana Handiya,පරණ හන්දිය,LK1209480,267.8409344,1339.204672,16070.45606
Parana Jumma Palli,පරණ ජුම්මා පල්ලි,LK6215060,267.8676307,1339.338154,16072.05784
Parana Medawachchiya,පරණ මැදවච්චිය,LK5303030,267.894327,1339.471635,16073.65962
Parana Thanayamgoda,පරණ තානායම්ගොඩ,LK3124055,267.9210234,1339.605117,16075.2614
Parana Thanayamgoda Central,පරණ තානායම්ගොඩ මධ්,LK3124060,267.9477197,1339.738598,16076.86318
Parana Thanayamgoda Pahala,පරණ තානායම්ගොඩ පහළ,LK3124065,267.974416,1339.87208,16078.46496
Parana Veyangoda,පරණ වේයන්ගොඩ,LK1227065,268.0011123,1340.005562,16080.06674
Paranaddakal,පරනාට්ටකල්,LK4309060,268.0278087,1340.139043,16081.66852
Paranagama,පරණගම,LK1227700,268.054505,1340.272525,16083.2703
Paranagama,පරණගම,LK2103210,268.0812013,1340.406007,16084.87208
Paranagama,පරණගම,LK2112050,268.1078977,1340.539488,16086.47386
Paranagama,පරණගම,LK5203050,268.134594,1340.67297,16088.07564
Paranagama,පරණගම,LK6175120,268.1612903,1340.806452,16089.67742
Paranagama,පරණගම,LK6181260,268.1879867,1340.939933,16091.2792
Paranagama,පරණගම,LK8127155,268.214683,1341.073415,16092.88098
Paranagama East,පරණගම නැගෙනහිර,LK1227705,268.2413793,1341.206897,16094.48276
Paranagampola,පරණගම්පොල,LK9212060,268.2680756,1341.340378,16096.08454
Paranahalmillewa,පරණ හල්මිල්ලෑව,LK7109010,268.294772,1341.47386,16097.68632
Paranakade,පරණ කඩේ,LK1324225,268.3214683,1341.607341,16099.2881
Paranakade,පරණ කඩේ,LK3239125,268.3481646,1341.740823,16100.88988
Paranambalama,පරණඅම්බලම,LK1218040,268.374861,1341.874305,16102.49166
Parangiyawadiya,පරංගියාවාඩිය,LK7124150,268.4015573,1342.007786,16104.09344
Parangoda,පරංගොඩ,LK1230490,268.4282536,1342.141268,16105.69522
Paranthan,පරන්තන්,LK4303060,268.4549499,1342.27475,16107.297
Paranthan Town,පරන්තන්,LK4506035,268.4816463,1342.408231,16108.89878
Parapamulla East,පරපාමුල්ල නැගෙනහි,LK3212035,268.5083426,1342.541713,16110.50056
Parapamulla South,පරපාමුල්ල දකුණ,LK3212130,268.5350389,1342.675195,16112.10234
Parapamulla West,පරපාමුල්ල බටහිර,LK3212125,268.5617353,1342.808676,16113.70412
Parape North,පරපේ උතුර,LK9203115,268.5884316,1342.942158,16115.3059
Parape South,පරපේ දකුණ,LK9203120,268.6151279,1343.07564,16116.90768
Parappankandal,පරප්පාන්කණ්ඩල්,LK4203245,268.6418242,1343.209121,16118.50945
Parappanmulla,පරප්පන්මුල්ල,LK6233030,268.6685206,1343.342603,16120.11123
Parappukadanthan East,පරප්පුකඩන්තන් නැග,LK4206100,268.6952169,1343.476085,16121.71301
Parappukadanthan West,පරප්පුකඩන්තන් බටහ,LK4206095,268.7219132,1343.609566,16123.31479
Parasangaswewa,පරසන්ගස්වැව,LK7115070,268.7486096,1343.743048,16124.91657
Parasankulam,පරසන්කුලම්,LK4209015,268.7753059,1343.876529,16126.51835
Parathapakanda,පරතාපකන්ද,LK1230460,268.8020022,1344.010011,16128.12013
Paratta,පරත්ත,LK1303040,268.8286986,1344.143493,16129.72191
Paratta West,පරත්ත බටහිර,LK1303035,268.8553949,1344.276974,16131.32369
Parawahagama,පරවහගම,LK7166150,268.8820912,1344.410456,16132.92547
Parawahera East,පරවාහැර නැගෙනහිර,LK3242020,268.9087875,1344.543938,16134.52725
Parawahera North,පරවාහැර උතුර,LK3242025,268.9354839,1344.677419,16136.12903
Parawahera South,පරවාහැර දකුණ,LK3242155,268.9621802,1344.810901,16137.73081
Parawatta,පරාවත්ත,LK2218150,268.9888765,1344.944383,16139.33259
Pareigama North,පරෙයිගම උතුර,LK1339085,269.0155729,1345.077864,16140.93437
Pareigama South,පරෙයිගම දකුණ,LK1339135,269.0422692,1345.211346,16142.53615
Parikarikandal,පරියාරිකණ්ඩල්,LK4212140,269.0689655,1345.344828,16144.13793
Park,පාක්,LK2312040,269.0956618,1345.478309,16145.73971
Parussella,පරුස්සැල්ල,LK9227040,269.1223582,1345.611791,16147.34149
Paruthiyadaippu,පරුත්තියඩෙප්පු,LK4103020,269.1490545,1345.745273,16148.94327
Paruththichenai,පරිත්තිචේනෙයි,LK5121070,269.1757508,1345.878754,16150.54505
Pasarichchenai,පසරිච්චේන,LK5248065,269.2024472,1346.012236,16152.14683
Pasgammana,පස්ගම්මන,LK1233055,269.2291435,1346.145717,16153.74861
Pasgoda,පස්ගොඩ,LK3209150,269.2558398,1346.279199,16155.35039
Pasiyawewa,පාසියාවැව,LK7203100,269.2825362,1346.412681,16156.95217
Paspolakanda,පස්පොලක,LK9218030,269.3092325,1346.546162,16158.55395
Passaiyoor East,පාසෛයූර් නැගෙනහිර,LK4136020,269.3359288,1346.679644,16160.15573
Passaiyoor West,පාසෛයූර් බටහිර,LK4136025,269.3626251,1346.813126,16161.75751
Passara Town East,පස්සර නගරය නැගෙනහි,LK8118120,269.3893215,1346.946607,16163.35929
Passara Town North,පස්සර නගරය උතුර,LK8118110,269.4160178,1347.080089,16164.96107
Passara Town South,පස්සර නගරය දකුණ,LK8118115,269.4427141,1347.213571,16166.56285
Passaramulla,පස්සරමුල්ල,LK9115130,269.4694105,1347.347052,16168.16463
Pasyala,පස්යාල,LK1212625,269.4961068,1347.480534,16169.76641
Pasyala East,පස්යාල නැගෙනහිර,LK1212670,269.5228031,1347.614016,16171.36819
Pasyala West,පස්යාල බටහිර,LK1212630,269.5494994,1347.747497,16172.96997
Patabendimulla,පටබැඳිමුල්ල,LK3133010,269.5761958,1347.880979,16174.57175
Pathagama,පාතගම,LK1212430,269.6028921,1348.014461,16176.17353
Pathagama,පාතගම,LK9106170,269.6295884,1348.147942,16177.77531
Pathakada,පාතකඩ,LK1318190,269.6562848,1348.281424,16179.37709
Pathakada,පාතකඩ,LK9136005,269.6829811,1348.414905,16180.97887
Pathamailapitiya North,පාතමයිලපිටිය උතුර,LK2145220,269.7096774,1348.548387,16182.58065
Pathamailapitiya South,පාතමයිලපිටිය දකුණ,LK2145215,269.7363737,1348.681869,16184.18242
Pathane Wewa,පතනේවැව,LK6103085,269.7630701,1348.81535,16185.7842
Pathanegedara,පතනේගෙදර,LK8115025,269.7897664,1348.948832,16187.38598
Pathavita,පාතවිට,LK3209055,269.8164627,1349.082314,16188.98776
Pathawala Nadakanda,පතවලනාඩකන්ද,LK3206055,269.8431591,1349.215795,16190.58954
Pathawelivitiya,පාතවැලිවිටිය,LK3130095,269.8698554,1349.349277,16192.19132
Pathawelivitiya North,පාතවැලිවිටිය උතුර,LK3130085,269.8965517,1349.482759,16193.7931
Pathberiya,පත්බේරිය,LK9106143,269.9232481,1349.61624,16195.39488
Pathberiya West,පත්බේරිය බටහිර,LK9106142,269.9499444,1349.749722,16196.99666
Pathegama,පාතේගම,LK3239010,269.9766407,1349.883204,16198.59844
Pathegama,පාතේගම,LK3325110,270.003337,1350.016685,16200.20022
Pathegama Central,පාතේගම මධ්‍යම,LK3248210,270.0300334,1350.150167,16201.802
Pathegama East,පාතෙගම නැගෙනහිර,LK3245050,270.0567297,1350.283648,16203.40378
Pathegama North,පාතෙගම උතුර,LK3245055,270.083426,1350.41713,16205.00556
Pathegama South,පාතේගම දකුණ,LK3248215,270.1101224,1350.550612,16206.60734
Pathegangoda,පාතෙගංගොඩ,LK3106125,270.1368187,1350.684093,16208.20912
Pathingolla,පතිංගොල්ල,LK2233015,270.163515,1350.817575,16209.8109
Pathinwatta,පතින්වත්ත,LK6166015,270.1902113,1350.951057,16211.41268
Pathirada,පතිරාද,LK2106120,270.2169077,1351.084538,16213.01446
Pathiragoda,පතිරගොඩ,LK1121100,270.243604,1351.21802,16214.61624
Pathiraja Pedesa,පතිරාජපෙදෙස,LK3106030,270.2703003,1351.351502,16216.21802
Pathirajagama,පතිරාජගම,LK3106095,270.2969967,1351.484983,16217.8198
Pathirajagoda,පතිරාජගොඩ,LK1324330,270.323693,1351.618465,16219.42158
Pathirennegama,පතිරැන්නේගම,LK6127070,270.3503893,1351.751947,16221.02336
Pathkolagolla,පත්කොල‍ගොල්ල,LK2203175,270.3770857,1351.885428,16222.62514
Patithalawa,පටිතලාව,LK2154080,270.403782,1352.01891,16224.22692
Pattalagedara,පත්තලගෙදර,LK1227120,270.4304783,1352.152392,16225.8287
Pattalagedara East,පත්තලගෙදර නැගෙනහි,LK1227115,270.4571746,1352.285873,16227.43048
Pattalegedara,පට්ටලේගෙදර,LK6136180,270.483871,1352.419355,16229.03226
Pattameni,පත්තමේනි,LK4118125,270.5105673,1352.552836,16230.63404
Pattampitiya,පත්තම්පිටිය,LK9203360,270.5372636,1352.686318,16232.23582
Pattanatheru,පට්ටනතේරු,LK5315115,270.56396,1352.8198,16233.8376
Pattanduwana,පත්තඬුවන,LK1215430,270.5906563,1352.953281,16235.43938
Pattanduwana North,පත්තඬුවන උතුර,LK1215320,270.6173526,1353.086763,16237.04116
Pattanduwana West,පත්තඬුවන බටහිර,LK1215435,270.6440489,1353.220245,16238.64294
